tweet;link;date
No problem. We had a passenger with a medical incident that delayed the train. Thank you for your patience this afternoon!;https://twitter.com/RideUTA/status/1034222191699623941;2018-08-27 23:32:40
Moving better now SB. :);https://twitter.com/burninghambr/status/1034222130500530177;2018-08-27 23:32:25
There is a NB train departing Orem now. It shouldn't be much longer, 15 - 20 min.;https://twitter.com/RideUTA/status/1034222013538156544;2018-08-27 23:31:57
yes, the conductor made a statement (finally) i know what’s up, thank you!!;https://twitter.com/tatianaamariaa/status/1034221925839454208;2018-08-27 23:31:36
@RideUTA next redline to university from Bingham Junction?;https://twitter.com/NickDurst93/status/1034221920256847872;2018-08-27 23:31:35
Are you on the Red Line?;https://twitter.com/RideUTA/status/1034221760164462593;2018-08-27 23:30:57
We don't expect delays outside of the time frame we've noted. If the situation changes, we'll send out another update.;https://twitter.com/RideUTA/status/1034221520846024706;2018-08-27 23:30:00
Thanks @rideuta - when will the 9th East route revert to normal? https://twitter.com/RideUTA/status/1034219650156916736 …;https://twitter.com/undefeater/status/1034221372388519936;2018-08-27 23:29:24
How late is the 526 train from draper?;https://twitter.com/gud1srtkn/status/1034221230964924417;2018-08-27 23:28:51
SB Lehi station left at 4:43 as I was pushing the button.;https://twitter.com/hurstjp/status/1034221067684872192;2018-08-27 23:28:12
Update nb from Draper ?;https://twitter.com/grim554/status/1034220982242668544;2018-08-27 23:27:51
yooo @RideUTA if i wanted to wait for like 10 minutes on a stalled train i would’ve just ubered home what gives;https://twitter.com/tatianaamariaa/status/1034220808288100352;2018-08-27 23:27:10
Is this like last thus days 10-30 min delays [aka it's going to take 90+minutes to go Lehi to murray];https://twitter.com/chuckstubbs/status/1034220788767805440;2018-08-27 23:27:05
What train left early? Let us know the line/direction and scheduled departure time, please.;https://twitter.com/RideUTA/status/1034220774226255872;2018-08-27 23:27:02
A train departed Provo just now. Your train is on its way!!!;https://twitter.com/RideUTA/status/1034220579858075653;2018-08-27 23:26:15
There was a medical incident that had occurred.;https://twitter.com/RideUTA/status/1034220265083822080;2018-08-27 23:25:00
You're welcome! :);https://twitter.com/RideUTA/status/1034219838237888512;2018-08-27 23:23:18
There was a medical incident that occurred. It should be clearing soon.;https://twitter.com/RideUTA/status/1034219650156916736;2018-08-27 23:22:34
@RideUTA what happened at central pointe? We had to move trains;https://twitter.com/JenniferDoin/status/1034219424587251712;2018-08-27 23:21:40
There was a medical incident that occurred. It should be clearing soon.;https://twitter.com/RideUTA/status/1034219314910396416;2018-08-27 23:21:14
@rideuta missed the bus bc of a DETOUR from sb 900 east between 2700 and 3300. Drove to Trax to try not to be late. Sb Trax DELAYED?! Why?!;https://twitter.com/undefeater/status/1034219176099901442;2018-08-27 23:20:41
There was a medical incident that has occurred. It should be clearing soon.;https://twitter.com/RideUTA/status/1034219149835157504;2018-08-27 23:20:34
TRAX Alert 5:19 pm: SB Red and Blue trains at Central Pointe are delayed 10-20 minutes due to a medical incident on board. Paramedics en route.;https://twitter.com/RideUTA/status/1034218934851985408;2018-08-27 23:19:43
There is a train arriving at Farmington Station now headed SB. You should see it within 15-20 min.;https://twitter.com/RideUTA/status/1034218394315366400;2018-08-27 23:17:34
@RideUTA On Sb redline stuck at 2100 S. Any idea how long the delay will be?;https://twitter.com/LinsShaylyn/status/1034218057504149506;2018-08-27 23:16:14
There is a train approaching Farmington Station now headed SB. You should see it within 15-20 min.;https://twitter.com/RideUTA/status/1034218012125974528;2018-08-27 23:16:03
@rideuta SB FR from North Temple?;https://twitter.com/DarbyShafter/status/1034217875517497346;2018-08-27 23:15:31
Not sitting in rush hour traffic is awesome! Thanks @RideUTA and @VTA;https://twitter.com/ChrisPattberg/status/1034217520717127681;2018-08-27 23:14:06
I took off an hour at work so I could see the dr but thanks to @RideUTA being late I didnt make it. Now I have to lose another hour of pay to go again. UTA is not cheap, convenient nor reliable. And they cost me money.;https://twitter.com/jmark2112/status/1034217469131419648;2018-08-27 23:13:54
Any eta on North temple sb?;https://twitter.com/packetHound/status/1034217153161908226;2018-08-27 23:12:38
Come on UTA. You have to let SB go once in a while. We can't wait at every station for 10-15 minutes because another NB train is on it's way.;https://twitter.com/burninghambr/status/1034215608517160960;2018-08-27 23:06:30
I'm not aware of plans to lower fares at this time. Generally, new funding is used to improve and increase service.;https://twitter.com/RideUTA/status/1034214994211033088;2018-08-27 23:04:04
If you need help scheduling a trip, let us know and we'll try to find a route that gets you close at the time you require. We're hoping to increase ridership as our funding allows. You can leave a comment here to tell us where you'd like more service: https://www.rideuta.com/Rider-Info/Customer-Service/Contact-Customer-Service …,;https://twitter.com/RideUTA/status/1034214405238452224;2018-08-27 23:01:43
If the train is on time, it should hold until the time it is scheduled to depart at 17:00.;https://twitter.com/RideUTA/status/1034214261189472258;2018-08-27 23:01:09
There is a NB train arriving at Salt Lake Central now. It shouldn't be too much longer.;https://twitter.com/RideUTA/status/1034213437524439040;2018-08-27 22:57:52
@RideUTA since the SB FR is early to SoJo can we get it to hold?;https://twitter.com/ChrisPUT/status/1034213094304563200;2018-08-27 22:56:31
Here's the thing. If your trains are running late and there is a train sitting in a station, don't leave 2 min early from schedule departure time.;https://twitter.com/hurstjp/status/1034212797423411200;2018-08-27 22:55:20
Any estimate on when the next NB train will arrive at Woods Cross?;https://twitter.com/TroyNavarro/status/1034212650668908544;2018-08-27 22:54:45
Awesome! :);https://twitter.com/RideUTA/status/1034211843898859520;2018-08-27 22:51:32
Thanks for the quick response! I made it!;https://twitter.com/Tartanfan65/status/1034211374652514305;2018-08-27 22:49:41
It looks like it is at the Murray station now.;https://twitter.com/RideUTA/status/1034209225520467968;2018-08-27 22:41:08
I see there is a train there now. Were you able to board?;https://twitter.com/RideUTA/status/1034208865188020227;2018-08-27 22:39:42
I know its asking a lot but is there any way to know when the next SB FR train is expected at Murray? @RideUTA;https://twitter.com/Tartanfan65/status/1034208390484910080;2018-08-27 22:37:49
I should have stayed on the 470, I guess. Too late.;https://twitter.com/DonPondorter/status/1034206422496509952;2018-08-27 22:30:00
FR Update 4:28 pm: Continue to expect delays ranging from 10-30 minutes on NB and SB trains.;https://twitter.com/RideUTA/status/1034206261326176256;2018-08-27 22:29:21
@RideUTA 10-20 minute delays? When is this going to change?;https://twitter.com/DrGTMarie/status/1034205823004696577;2018-08-27 22:27:37
UTA Transit Police helped apprehend a man accused of robbing a Zions Bank last week. Thanks for helping keep our community safe!https://kutv.com/news/local/alleged-bank-robber-boarded-uta-trax-train-to-escape-apprehension-arrested-by-uta-police …;https://twitter.com/RideUTA/status/1034205785335554048;2018-08-27 22:27:28
NB train is on time but is currently holding for a meet at Draper. All trains traveling between Woods Cross and Farmington are at restricted speeds. Bus may be a better option.;https://twitter.com/RideUTA/status/1034205495878397953;2018-08-27 22:26:19
The last NB train departed SL Central 5 minutes delayed.;https://twitter.com/RideUTA/status/1034203987875164165;2018-08-27 22:20:19
@RideUTA: Are FrontRunner trains leaving SLC on time going NB? Just wondering whether I should hop a bus to Clearfield instead.;https://twitter.com/DonPondorter/status/1034202794478039040;2018-08-27 22:15:35
The next NB train is currently approaching the Draper station.;https://twitter.com/RideUTA/status/1034202594489421824;2018-08-27 22:14:47
Waiting for the NB train at South Jordan. Any update?;https://twitter.com/megandoitwright/status/1034202106758983682;2018-08-27 22:12:51
Yep;https://twitter.com/RichardJaussi/status/1034200607991595008;2018-08-27 22:06:54
A SB train just departed Murray, were you able to board that one?;https://twitter.com/RideUTA/status/1034200478085595136;2018-08-27 22:06:23
Here's the latest from @RideUTA regarding FR in Davis County! https://twitter.com/RideUTA/status/1034196531941761024 …;https://twitter.com/KSLRikki/status/1034199179126439937;2018-08-27 22:01:13
The next SB train is at South Jordan, about 20 minutes delayed.;https://twitter.com/RideUTA/status/1034196779833720832;2018-08-27 21:51:41
@rideuta the FR station in Murray doesn’t have any info on the delays for SB.;https://twitter.com/RichardJaussi/status/1034196753472401410;2018-08-27 21:51:35
FR Update 3:49 pm: Bus bridge has been cancelled, trains will travel at restricted speeds between Farmington and Woods Cross for safety reasons, continue to expect delays in both directions as trains return to their regular schedules.;https://twitter.com/RideUTA/status/1034196531941761024;2018-08-27 21:50:42
Currently at the Lehi station waiting to go SB. Any info?;https://twitter.com/AnneFirefly/status/1034196358440181760;2018-08-27 21:50:00
No, that train is currently at Farmington, and for safety reasons will have to travel at restricted speeds from there so I'm approximating the delay to be about 10-15 minutes.;https://twitter.com/RideUTA/status/1034196011663716352;2018-08-27 21:48:38
There's a train there now.;https://twitter.com/RideUTA/status/1034195118562017281;2018-08-27 21:45:05
"Today is @RideUTA deadline to file an appeal in my Federal #Whistleblower case. Last week, @LeeHDavidson of @sltrib reported: ""UTA is disappointed with the judge’s decision...UTA is currently reviewing the decision..and evaluating our appeal options.” #utpolpic.twitter.com/xLBpClj6yr";https://twitter.com/donMiguelSLC/status/1034195104133603329;2018-08-27 21:45:01
Is the 3:50 SB from woods cross on time?;https://twitter.com/Klayton_JT/status/1034194424765370368;2018-08-27 21:42:19
What is the delay time at this point?? Cause the station signs don’t have any kind of delay posted but I’ve been sitting at Orem waiting for nearly 15 min for a northbound train;https://twitter.com/slytheravenpuff/status/1034194010988900352;2018-08-27 21:40:41
Yes, that train is currently between Provo and Orem, approximately 30 minutes delayed.;https://twitter.com/RideUTA/status/1034193908849364992;2018-08-27 21:40:16
Will there be delays on the nb 4:27 train departing from Draper?;https://twitter.com/12Tavyuh/status/1034190780905078784;2018-08-27 21:27:51
You're very welcome, have a great day!;https://twitter.com/RideUTA/status/1034190407733837824;2018-08-27 21:26:22
Thank you for your help. Catching the express bus;https://twitter.com/dansoncs/status/1034189975435194368;2018-08-27 21:24:39
There is a SB train arriving at SL Central now.;https://twitter.com/RideUTA/status/1034189935270682624;2018-08-27 21:24:29
At this time, the bus bridge is still in effect. We'll post an update to Twitter when that changes.;https://twitter.com/RideUTA/status/1034189649575641088;2018-08-27 21:23:21
Thank you!;https://twitter.com/whyisthetrain/status/1034189588657364992;2018-08-27 21:23:06
Just to update, the NB train that just departed Murray, departed about 10 minutes delayed.;https://twitter.com/RideUTA/status/1034189475264561152;2018-08-27 21:22:39
So will it be part of the bus bridge when I go further north?;https://twitter.com/dansoncs/status/1034189097940598784;2018-08-27 21:21:09
The next NB train is running about 10 minutes delayed, and just departed Murray Central.;https://twitter.com/RideUTA/status/1034188886757531649;2018-08-27 21:20:19
Southbound;https://twitter.com/redshoesmanager/status/1034188607400030208;2018-08-27 21:19:12
What happened to the 3:03 pm train from North Temple Station?;https://twitter.com/redshoesmanager/status/1034188531994832896;2018-08-27 21:18:54
Great, thanks for the info.;https://twitter.com/whyisthetrain/status/1034187903134359552;2018-08-27 21:16:25
Currently, all NB trains are under 10 minutes delayed.;https://twitter.com/RideUTA/status/1034187689988382720;2018-08-27 21:15:34
North Temple;https://twitter.com/dansoncs/status/1034187380670918656;2018-08-27 21:14:20
We are working to get trains back on schedule soon. What station are you departing NB from?;https://twitter.com/RideUTA/status/1034187258889490432;2018-08-27 21:13:51
Article says just Southbound trains, but this says Northbound too. Are all trains delayed?;https://twitter.com/whyisthetrain/status/1034187199854534656;2018-08-27 21:13:37
Will the NB only have one train delayed? Or will this be in the rest of the trains NB?;https://twitter.com/dansoncs/status/1034185997817282561;2018-08-27 21:08:50
So far, 89 looks pretty good.;https://twitter.com/KSLRikki/status/1034185630811447297;2018-08-27 21:07:23
I guess 89 isn't much better.;https://twitter.com/CKRWRDS1/status/1034185077448531968;2018-08-27 21:05:11
FR riders, here's the latest from @RideUTA regarding delays due to crash of rolled semi near the track in Centerville. Make plans for your way home accordingly. https://twitter.com/RideUTA/status/1034178377190699009 …;https://twitter.com/KSLRikki/status/1034184978152607745;2018-08-27 21:04:47
@RideUTA says there will be some NB delays from Farmington - Ogden.;https://twitter.com/KSLRikki/status/1034184189195612161;2018-08-27 21:01:39
There is a SB train on approach to Murray Central now, running about 10 minutes behind schedule.;https://twitter.com/RideUTA/status/1034183151978008576;2018-08-27 20:57:32
Holy Moly!;https://twitter.com/forever_cal/status/1034182790714208258;2018-08-27 20:56:06
@RideUTA when will next frontrunner train depart sb from Murray central?;https://twitter.com/empathetichorse/status/1034182304099225600;2018-08-27 20:54:10
FR Update 2:37 pm: Bus bridge is still active between Farmington - WX. Expect delays of about 40-50 mins on the next SB train from South Jordan - SL Central, and an hourlong delay on the next NB train from Farmington - Ogden.;https://twitter.com/RideUTA/status/1034178377190699009;2018-08-27 20:38:33
Yes, there is a SB train that is scheduled to arrive there at 2:33 p.m., but expect delays of about 10-15 minutes. The next train to depart after that is scheduled to do so at 3:03 p.m. and should be on time.;https://twitter.com/RideUTA/status/1034175505388527617;2018-08-27 20:27:09
It came. Thank you!;https://twitter.com/Shaderade/status/1034175465013952512;2018-08-27 20:26:59
There is a separate issue in the South Jordan area that caused this train to be delayed as well, but it is on approach and should be within sight very soon.;https://twitter.com/RideUTA/status/1034174941103620096;2018-08-27 20:24:54
Semi truck that rolled onto train tracks near Centerville causing @rideUTA FrontRunner delays https://www.ksl.com/article/46381940/semitruck-that-rolled-onto-train-tracks-near-centerville-causing-frontrunner-delays …pic.twitter.com/yVjn5hhZbF;https://twitter.com/KSL5TV/status/1034174833809129476;2018-08-27 20:24:29
So is there a SB train at 2.33? And what time does the next SB train depart from North Temple?;https://twitter.com/rameechandra/status/1034174142956728320;2018-08-27 20:21:44
Head up, FR riders! Here's the latest form @RideUTA regarding the semi crash in Centerville. https://twitter.com/RideUTA/status/1034170667153977345 …;https://twitter.com/KSLRikki/status/1034172547221282817;2018-08-27 20:15:23
#EmergencyTraffic If you're already at work & wondering how you're getting home tonight for FR riders, call your loved ones & tell them you could be late. Bus bridge in place @RideUTA Farmington - Woods Cross. @kslnewsradiopic.twitter.com/oSTHblfEI4;https://twitter.com/KSLRikki/status/1034172171776548865;2018-08-27 20:13:54
Yes, 2:33 p.m. will be the next train to arrive.;https://twitter.com/RideUTA/status/1034171921292767233;2018-08-27 20:12:54
We are continuing to receive updates from personnel and officials on scene and should have an update for you soon. For now, plan on taking a bus bridge or other route to the Woods Cross station for the SB train at 3:50 p.m. until we indicate otherwise.;https://twitter.com/RideUTA/status/1034171832021266432;2018-08-27 20:12:33
Just missed it. Is 2:33 the next one?;https://twitter.com/TerryHritz1/status/1034171416667611136;2018-08-27 20:10:54
any ETA on clearing out the accident? Wanting to get on the Farmington 339 SB train. Will it still be blocked?;https://twitter.com/josephwwood/status/1034171108302319616;2018-08-27 20:09:40
This is a truly unfortunate incident you're in and we're glad they're helping you well. We hope to get you moving as soon as we can!;https://twitter.com/RideUTA/status/1034170894707552258;2018-08-27 20:08:49
FR Update 2:07 pm: Bus bridge is still active between Farmington - WX. Expect delays of about 30 mins on the next SB train from SL Central - Provo and about 15-20 minutes on the next NB train from Farmington - Ogden.;https://twitter.com/RideUTA/status/1034170667153977345;2018-08-27 20:07:55
Breaking: Semi-truck crashes off of southbound I-15 near Centerville. Blocking rails for UTA FrontRunner trains. Expect delays on SB I-15 and on FrontRunner (bus bridge has been activated). @KSL5TV @KSLcom @kslnewsradio @RideUTA pic.twitter.com/6ysKVzGTZY;https://twitter.com/laddegan/status/1034170232141635589;2018-08-27 20:06:11
Apologies, we actually have some better news: we were able to send a new train out that will depart North Temple very soon, in case you are already there.;https://twitter.com/RideUTA/status/1034170128395579392;2018-08-27 20:05:47
The next SB train should depart North Temple at 2:33 p.m.;https://twitter.com/RideUTA/status/1034169689197502464;2018-08-27 20:04:02
I'm on the train involved they're doing a great job taking care of us;https://twitter.com/Richard76098112/status/1034169303803813891;2018-08-27 20:02:30
What time will the next SB train get to North Temple?;https://twitter.com/TerryHritz1/status/1034168985166569472;2018-08-27 20:01:14
#EmergencyTraffic Rolled semi impacting both SB 15 frwy at @RideUTA FR Train in Centerville. pic.twitter.com/1ksEvy29kg;https://twitter.com/KSLRikki/status/1034168624376832003;2018-08-27 19:59:48
#EmergencyTraffic -- right lanes of SB I-15 blocked about two miles prior to Parrish Lane in Centerville. The tractor-trailer is overturned off the road, but blocking @RideUTA so Frontrunner is also experiencing lengthy delays. @KSLTraffic @KSLRikki @KSLAndypic.twitter.com/VSERYtDIHQ;https://twitter.com/kslnewsradio/status/1034164894554181632;2018-08-27 19:44:59
FR Alert 1:38 pm: Due to a non-UTA incident blocking the rails, a bus bridge has been activated between Farmington - WX. Expect general delays, as well as a 1-hour delay for the next SB train from WX - Provo.;https://twitter.com/RideUTA/status/1034163514636750849;2018-08-27 19:39:30
Thanks for the quick response!;https://twitter.com/kslnewsradio/status/1034162359332294656;2018-08-27 19:34:54
We will continue to monitor this situation and get the latest from @KSLTraffic live on 102.7 FM & 1160 AM. We are waiting on word from @RideUTA.;https://twitter.com/kslnewsradio/status/1034162082608898048;2018-08-27 19:33:48
Yes, there will be delays and a bus bridge activated between Farmington and Woods Cross. We will soon post a tweet that may have more approximate delay information.;https://twitter.com/RideUTA/status/1034161554009325569;2018-08-27 19:31:42
. @RideUTA, we see a truck on its side possibly covering the FrontRunner track in Centerville. Any delays or details?;https://twitter.com/kslnewsradio/status/1034158978299715584;2018-08-27 19:21:28
I think they’re already planning to increase executive compensation, instead.;https://twitter.com/_coolpup_/status/1034143044587741184;2018-08-27 18:18:09
Starting Oct 1st, SLC sales tax will increase from 6.85% to 7.5% (0.25% increase for highways and public transit, and 0.5% for the new prison). So, curious, but will @RideUTA lower fares now that public transit taxes are up? #utah #utpol;https://twitter.com/AaronToponce/status/1034142633969385472;2018-08-27 18:16:32
FR Update 11:49 am: Delays are ongoing for both NB and SB trains from Draper.;https://twitter.com/RideUTA/status/1034136240214495236;2018-08-27 17:51:07
We understand your frustration and are working to resolve the technical track issues in South Jordan that are causing delays to your train and others.;https://twitter.com/RideUTA/status/1034128060726108161;2018-08-27 17:18:37
Gotta love missing class on the second week of school because Frontrunner just sits at the station for more than 10 min meaning I’ll miss my bus to campus. @RideUTA is just my favorite;https://twitter.com/slytheravenpuff/status/1034126749896822784;2018-08-27 17:13:24
FR Update 11:12 am: Expect delays of about 15-20 minutes to continue southbound from South Jordan - Provo, and delays of about 10-15 minutes to continue northbound from Draper - SL Central.;https://twitter.com/RideUTA/status/1034126672373710849;2018-08-27 17:13:06
"This has also happened to me many times on many different buses, because some rider decides to stand up by the driver and have a full conversation. You pull the cord, he/she doesn't hear it and you have to yell out ""WHOA!""";https://twitter.com/bobk1701/status/1034124054544826373;2018-08-27 17:02:42
To comply with the #ADA #TitleII and #TitleVI, @RideUTA and @ProvoOremTRIP must build a #UVX #UVExpress station at @byu_creamery on 9th and finish it by 3/2019 when UVX is complete, call 888-743-3882 ask for it @BYU #BYU @UVU #UVU #BYUCreamery @mayorkaufusi #mayorkaufusi p;https://twitter.com/Mackerelcat/status/1034119006872002561;2018-08-27 16:42:38
To get more riders on @RideUTA's new #UVExpress, #UTA must service the #Provo #LDS / #Mormon #Temple HOURLY 6am-8pm Mon-Sat, 4000 volunteers staff it weekly, thousands more want to go there, Call #RideUTA at 888-743-3882 and ask for it to start 12/18 @ProvoOremTRIP @BYUpic.twitter.com/qF71JnmG8O;https://twitter.com/Mackerelcat/status/1034118843960967168;2018-08-27 16:42:00
Thank you!;https://twitter.com/th_otter/status/1034118216006549507;2018-08-27 16:39:30
Thanks for letting us know these details. We'll investigate this situation and forward our findings with your feedback to the operator's supervisor.;https://twitter.com/RideUTA/status/1034117270614814720;2018-08-27 16:35:44
FR Alert 10:26 am: Expect delays of about 15-20 minutes on the next SB train from Lehi - Provo due to a mechanical issue affecting the track.;https://twitter.com/RideUTA/status/1034115081959878657;2018-08-27 16:27:03
"Yeah no problem! I was traveling SB 831 towards Provo Central and I pulled the cord and was trying to get off at ""University Ave / 1421 N"", but the driver didn't realize that I had done so til we were near ""University Ave / 1021 N"". This was around 9:48am today.";https://twitter.com/th_otter/status/1034113968426504192;2018-08-27 16:22:37
Draper. It just arrived though thanks;https://twitter.com/_portlxnd_/status/1034113386819158017;2018-08-27 16:20:18
Where are you waiting?;https://twitter.com/RideUTA/status/1034113271786352640;2018-08-27 16:19:51
Where is the SB train????;https://twitter.com/_portlxnd_/status/1034112857351151616;2018-08-27 16:18:12
Can you let us know at which stop you tried to get off, and at which time this happened?;https://twitter.com/RideUTA/status/1034111565962854406;2018-08-27 16:13:04
Find your best transit options with @RideUTA Trip Planner. #ShowUCAIR http://bit.ly/2LcSzBy pic.twitter.com/3ct5t71tUG;https://twitter.com/UCAIR_UT/status/1034111330989629441;2018-08-27 16:12:08
@RideUTA I was just on the SB 831 bus. The driver was definitely distracted and didn’t realize I pulled the cord to get off until two stops later, after I spoke up. This hasn’t happened previously but was definitely an odd experience.;https://twitter.com/th_otter/status/1034110632935579648;2018-08-27 16:09:22
That’s the correct time. Sorry you had to deal with it too, Brandon.;https://twitter.com/tbthefuture/status/1034110479126470656;2018-08-27 16:08:45
We're glad this route helped you get to class in time!;https://twitter.com/RideUTA/status/1034109687497732096;2018-08-27 16:05:36
I missed my bus on the first day of school and the WSU Fast Bus (650) saved my life! Thank you @RideUTA!!!;https://twitter.com/valthedestroyer/status/1034108440346419212;2018-08-27 16:00:39
TRAX Update 9:45 am: All trains have resumed their regular schedules, with possible residual delays.;https://twitter.com/RideUTA/status/1034104711073423360;2018-08-27 15:45:50
Aw thanks @Drunk_Jester , you are so sweet!;https://twitter.com/mimrebel/status/1034104235120447489;2018-08-27 15:43:57
I'll be honest, if you lived near me I wouldn't be adverse to being seen in your company.;https://twitter.com/Former_TV_COP/status/1034101589387169792;2018-08-27 15:33:26
Thank you for providing this information. We can confirm that this trip was delayed today due to train meets with delayed northbound trains with brief mechanical issues, and we will investigate delays for this trip generally to make improvements.;https://twitter.com/RideUTA/status/1034101407169892354;2018-08-27 15:32:42
One of the things I like about riding on @RideUTA is how nice everyone is. Today a fellow passenger told me he liked my jeans and my swag! Totally made my day! pic.twitter.com/3XY0XjotF6;https://twitter.com/mimrebel/status/1034098673766944769;2018-08-27 15:21:51
Our investigations lead us to better understand the issues and create solutions. Can you also let us know at which time your FrontRunner train gets to Orem?;https://twitter.com/RideUTA/status/1034095180247457792;2018-08-27 15:07:58
TRAX Alert 9:00 am: Expect delays of about 10 minutes on the next NB Blue Line train from Midvale Fort Union - Central Pointe due to a resolved mechanical issue affecting its doors.;https://twitter.com/RideUTA/status/1034093310212759553;2018-08-27 15:00:32
Can you let us know which train or car number you're in?;https://twitter.com/RideUTA/status/1034093100845674497;2018-08-27 14:59:42
Speakers need to be turned up on Trax. Can't ever hear what the driver says;https://twitter.com/p1ty4pete/status/1034092892061544448;2018-08-27 14:58:52
Has your trip been the same each day? Let us know the details of your trip and we'll investigate the delays as well as what caused them.;https://twitter.com/RideUTA/status/1034092807580004352;2018-08-27 14:58:32
Thank you;https://twitter.com/Espartamai/status/1034091768592064512;2018-08-27 14:54:24
According to this bus' GPS history, it appears to have gone off-route and missed that stop. We will investigate the reason for this and inform the driver's supervisor. We apologize for the service disruption.;https://twitter.com/RideUTA/status/1034091486332243968;2018-08-27 14:53:17
@RideUTA The 831 bus did not show up at stop 817128 at 8:19;https://twitter.com/Espartamai/status/1034090294268940288;2018-08-27 14:48:33
TRAX Update 8:45 am: All trains have resumed their regular schedules, with possible residual delays.;https://twitter.com/RideUTA/status/1034089455173480448;2018-08-27 14:45:13
#Breaking now @DavisCountySO say 5 to 10 shots fired that hit a @RideUTA bus with 9 people onboard bus and a cement tanker was hit #KSLAMpic.twitter.com/Yqan2TGVij;https://twitter.com/Derek_Photog/status/1034088108575412230;2018-08-27 14:39:52
Now a large gathering of Police are searching orchards and streets after a @RideUTA bus window was shot this morning #KSLAMpic.twitter.com/ylKQhT9jKv;https://twitter.com/Derek_Photog/status/1034083996559462401;2018-08-27 14:23:31
OK, no worries!;https://twitter.com/RideUTA/status/1034081613808726018;2018-08-27 14:14:03
Oh no! We'll investigate this bus' trip at your location and forward this to the driver's supervisor. We appreciate that you let us know.;https://twitter.com/RideUTA/status/1034079490631233539;2018-08-27 14:05:37
Can you let us know the number of the car you're in?;https://twitter.com/RideUTA/status/1034078780221018112;2018-08-27 14:02:48
"@RideUTA saw a bus that said '650 WSU Fast Bus"" change to ""garage"" while I was coming off the train platform at the Ogden station. Will there be a different bus coming for us or should we just take the 603?";https://twitter.com/worley_brooke/status/1034078658191708161;2018-08-27 14:02:19
@RideUTA thanks for blowing past me and the bus stop. Rte 72 stop 155025 7:58. Half an hour late for work now thanks.;https://twitter.com/bnothingp/status/1034078195606282242;2018-08-27 14:00:28
Thanks for the help!;https://twitter.com/delrustymar/status/1034076175167942656;2018-08-27 13:52:27
That bus picked up at your stop about 10 minutes behind schedule at 7:00 a.m. this morning.;https://twitter.com/RideUTA/status/1034075993944641536;2018-08-27 13:51:43
TRAX Alert 7:49 am: Expect delays of about 10 minutes on the NB Green Line from WVC - Airport due to a mechanical issue.;https://twitter.com/RideUTA/status/1034075479341518850;2018-08-27 13:49:41
Was the bus scheduled for 6:50 closer to it's pickup time? I'm considering switching to that one to make at least the SB 7:45 Frontrunner;https://twitter.com/delrustymar/status/1034074023292952578;2018-08-27 13:43:53
We will also investigate this delay further and forward our findings with your feedback to the driver's supervisor. 2/2;https://twitter.com/RideUTA/status/1034072846446809093;2018-08-27 13:39:13
We don't want you to rely on a late bus and potentially miss it, but delays of varying lengths are likely to occur on Redwood Rd. Currently, the 806 scheduled to have picked up there at 7:20 is nearing Pioneer Crossing, about 20 minutes behind schedule. 1/2;https://twitter.com/RideUTA/status/1034072706399039488;2018-08-27 13:38:40
@RideUTA Is it safe to assume the 806 pickup at Hwy 73 & Redwood Rd pickup at 7:20 will always be late with the construction on Redwood?;https://twitter.com/delrustymar/status/1034071130011721728;2018-08-27 13:32:24
Officers measuring where a bullet hit @RideUTA bus on Highway 89 in Fruit Heights. We don’t know much else yet. pic.twitter.com/0OUKvAAgVW;https://twitter.com/kslmrichards/status/1034067323408277504;2018-08-27 13:17:16
You can see one bullet hole in the @RideUTA window #KSLAMpic.twitter.com/RY0iC685AF;https://twitter.com/Derek_Photog/status/1034063802294312961;2018-08-27 13:03:17
Utah Poor Baby Steve E Swenson a Utah Attorney if this is Harassment What do you call Threaten to Kill Degan? Then attack him? Then Committing Perjury Lying about your actions Stop the Stonewalling and Let’s get this Murder Case @AP @cnnbrk @RideUTA @UtahBusiness @OrrinHatchpic.twitter.com/eWaHLrLFqb;https://twitter.com/Degan1965/status/1034061353928019968;2018-08-27 12:53:33
#BREAKING gathering details in Fruit Heights on an incident involving @RideUTA bus #KSLAMpic.twitter.com/58pd6iZdlC;https://twitter.com/Derek_Photog/status/1034058662744977409;2018-08-27 12:42:51
That's correct.;https://twitter.com/RideUTA/status/1034047994864254976;2018-08-27 12:00:28
For reference, the first NB 209 is scheduled at the stop 3955 S. 900 East at 6:25 a.m.;https://twitter.com/RideUTA/status/1034038878565552128;2018-08-27 11:24:14
We anticipate work to continue at the 3300 S. intersection, so the 209 detour between 3900 S. and 2700 S. is still in effect, at least for this morning. Please catch the 209 just south of 3900 S.;https://twitter.com/RideUTA/status/1034038282630430725;2018-08-27 11:21:52
That makes sense. Just wish they weren't using the horn when I'm trying to get to sleep.;https://twitter.com/dyoung1993/status/1033942245370605569;2018-08-27 05:00:15
Yes, we’re testing a new safety system. Sunday tests will continue through September.;https://twitter.com/RideUTA/status/1033941725285208064;2018-08-27 04:58:11
Has @RideUTA been doing training on Frontrunner today? Trains passing my house slowly all day. They aren't usually running at all on Sunday.;https://twitter.com/dyoung1993/status/1033940894523645953;2018-08-27 04:54:53
The route change of the 35 and 33 on Sunday is pretty stupid @RideUTA;https://twitter.com/gothedistance49/status/1033852192363503616;2018-08-26 23:02:25
